,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,state_name,region,lat,longitude,budget,2017 budget
16474,SO - 0001360,2015-01-25,Vimbo Company,Wholesale,Product 13,11,3048.5,33533.5,1768.1299999999999,NC,North Carolina,South,34.22573,-77.94471,3720639.645,
16475,SO - 0002126,2015-01-25,Aromaticos Company,Distributor,Product 14,7,1038.5,7269.5,633.485,MA,Massachusetts,Northeast,42.33704,-71.20922,4028698.4090000005,
16476,SO - 0002373,2015-01-25,Mylan Corp,Export,Product 25,8,174.20000000000002,1393.6000000000001,101.036,MO,Missouri,Midwest,38.78922,-90.32261,5342315.484,
16477,SO - 0003329,2015-01-25,Skyble Corp,Wholesale,Product 11,6,1118.9,6713.400000000001,559.45,CA,California,West,34.00259,-117.46761,1230458.484,
16478,SO - 0003836,2015-01-25,CLINIQUE Ltd,Export,Product 21,7,207.70000000000002,1453.9,114.23500000000001,NY,New York,Northeast,40.64092,-73.31669,959899.2180000001,
16479,SO - 0004043,2015-01-25,Roberts Company,Wholesale,Product 10,11,1159.1000000000001,12750.100000000002,475.23100000000005,CA,California,West,33.84918,-118.38841,864331.624,
16480,SO - 0004267,2015-01-25,Zoomdog Corp,Wholesale,Product 18,9,1701.8,15316.199999999999,1123.188,NC,North Carolina,South,35.26208,-81.1873,2309499.045,
16481,SO - 0004891,2015-01-25,Feednation Corp,Wholesale,Product 15,5,194.3,971.5,161.269,NY,New York,Northeast,40.72593,-73.51429,3299478.315,
16482,SO - 0006526,2015-01-25,NARS Group,Wholesale,Product 14,5,1782.2,8911.0,1283.184,TX,Texas,South,26.20341,-98.23001,4028698.4090000005,
16483,SO - 0007431,2015-01-25,Browsetype Corp,Distributor,Product 22,9,911.2,8200.800000000001,537.608,MN,Minnesota,Midwest,45.01052,-93.45551,663601.902,
16484,SO - 0009827,2015-01-25,Rhynoodle Ltd,Wholesale,Product 20,12,3986.5,47838.0,3229.065,MN,Minnesota,Midwest,44.88969,-93.34995,2067108.1199999999,
16485,SO - 000923,2015-01-25,Valeant Corp,Wholesale,Product 21,10,227.8,2278.0,132.124,AZ,Arizona,West,35.19807,-111.65127,959899.2180000001,
16486,SO - 0002015,2015-01-25,Liberty Group,Wholesale,Product 26,7,1112.2,7785.400000000001,678.442,TX,Texas,South,32.73569,-97.10807,5685138.2700000005,
16487,SO - 0003586,2015-01-25,GOOD Ltd,Export,Product 6,10,3832.4,38324.0,1571.2839999999999,ND,North Dakota,Midwest,46.80833,-100.78374,1672229.416,
16488,SO - 0003811,2015-01-25,Nlounge Ltd,Distributor,Product 13,11,6150.6,67656.6,2890.782,VA,Virginia,South,38.80484,-77.04692,3720639.645,
16489,SO - 0004331,2015-01-25,Zoonder Group,Wholesale,Product 14,7,1105.5,7738.5,585.9150000000001,WA,Washington,West,47.67323,-117.23937,4028698.4090000005,
16490,SO - 0006807,2015-01-25,Topiczoom Corp,Wholesale,Product 5,5,1721.9,8609.5,1343.082,IN,Indiana,Midwest,40.19338,-85.38636,3925424.5420000004,
16491,SO - 0009413,2015-01-25,SAFEWAY Ltd,Distributor,Product 4,7,3845.8,26920.600000000002,1538.3200000000002,IN,Indiana,Midwest,41.1306,-85.12886,2885560.824,
16492,SO - 0001265,2015-01-25,Wordtune Company,Wholesale,Product 3,9,241.20000000000002,2170.8,166.428,MI,Michigan,Midwest,42.33698,-83.27326,2642352.432,
16493,SO - 0002401,2015-01-25,Jaxbean Group,Wholesale,Product 26,8,5487.3,43898.4,4060.602,AZ,Arizona,West,33.53865,-112.18599,5685138.2700000005,
16494,SO - 0003324,2015-01-25,NARS Group,Wholesale,Product 16,11,247.9,2726.9,173.53,NE,Nebraska,Midwest,41.25861,-95.93779,2062061.144,
16495,SO - 0003378,2015-01-25,Thoughtmix Ltd,Distributor,Product 20,11,2351.7000000000003,25868.700000000004,1269.9180000000001,CT,Connecticut,Northeast,41.07986,-73.54603,2067108.1199999999,
16496,SO - 0003465,2015-01-25,Buzzbean Group,Distributor,Product 16,7,1038.5,7269.5,799.645,MA,Massachusetts,Northeast,42.08343,-71.01838,2062061.144,
16497,SO - 0006537,2015-01-25,Natures Group,Distributor,Product 5,7,1105.5,7738.5,928.62,KS,Kansas,Midwest,39.04167,-94.72024,3925424.5420000004,
16498,SO - 0007402,2015-01-25,Family Corp,Distributor,Product 15,6,2331.6,13989.599999999999,1095.8519999999999,FL,Florida,South,26.71534,-80.05337,3299478.315,
16499,SO - 0008323,2015-01-25,Flipbug Ltd,Wholesale,Product 1,8,180.9,1447.2,124.821,WA,Washington,West,47.67399,-122.12151,3016489.209,
16500,SO - 0002240,2015-01-25,Jayo Company,Distributor,Product 25,10,2552.7000000000003,25527.000000000004,1557.1470000000002,IN,Indiana,Midwest,37.96821,-87.49674,5342315.484,
16501,SO - 0002525,2015-01-25,Aldi Ltd,Wholesale,Product 3,5,3966.4,19832.0,2816.144,NJ,New Jersey,Northeast,40.94585,-74.24508,2642352.432,
16502,SO - 0004498,2015-01-25,Pixoboo Corp,Wholesale,Product 16,8,268.0,2144.0,144.72,TX,Texas,South,33.0379,-97.11287,2062061.144,
16503,SO - 0004890,2015-01-25,Flipbug Ltd,Wholesale,Product 26,7,167.5,1172.5,122.27499999999999,FL,Florida,South,29.13832,-80.99561,5685138.2700000005,
16504,SO - 0006562,2015-01-25,SEINDNI Corp,Wholesale,Product 24,6,3845.8,23074.800000000003,2961.266,OK,Oklahoma,South,35.46708,-97.51366,756557.97,
16505,SO - 0007397,2015-01-25,Quimm Company,Wholesale,Product 5,9,1949.7,17547.3,1072.335,PA,Pennsylvania,Northeast,39.94901,-75.28912,3925424.5420000004,
16506,SO - 0007932,2015-01-25,Yodoo Ltd,Wholesale,Product 4,6,268.0,1608.0,219.76,MI,Michigan,Midwest,42.66198,-83.38792,2885560.824,
16507,SO - 0008197,2015-01-25,Realcube Company,Export,Product 4,8,931.3000000000001,7450.400000000001,726.4140000000001,CA,California,West,38.29714,-122.28553,2885560.824,
16508,SO - 0010782,2015-01-25,Bluezoom Group,Wholesale,Product 25,12,1098.8,13185.599999999999,846.076,NJ,New Jersey,Northeast,40.79416,-74.02495,5342315.484,
16509,SO - 0001094,2015-01-25,EMD Group,Wholesale,Product 2,7,1112.2,7785.400000000001,778.54,KS,Kansas,Midwest,38.97167,-95.23525,3050087.565,
16510,SO - 0001743,2015-01-25,SEINDNI Corp,Wholesale,Product 3,10,2338.3,23383.0,1660.193,NJ,New Jersey,Northeast,40.09789,-74.21764,2642352.432,
16511,SO - 0001826,2015-01-25,Cogilith Group,Wholesale,Product 25,7,2458.9,17212.3,1524.518,NJ,New Jersey,Northeast,40.63371,-74.40737,5342315.484,
16512,SO - 0003337,2015-01-25,Avamba Company,Distributor,Product 2,6,1092.1000000000001,6552.6,644.339,NV,Nevada,West,36.09719,-115.14666,3050087.565,
16513,SO - 0005637,2015-01-25,Skidoo Company,Wholesale,Product 15,7,1065.3,7457.099999999999,767.016,IL,Illinois,Midwest,41.71087,-87.75811,3299478.315,
16514,SO - 0006785,2015-01-25,Divanoodle Ltd,Wholesale,Product 30,10,1273.0,12730.0,801.99,CA,California,West,34.95303,-120.43572,1011609.684,
16515,SO - 0010377,2015-01-25,Pacific Ltd,Distributor,Product 20,12,2546.0,30552.0,1654.9,NV,Nevada,West,39.1638,-119.7674,2067108.1199999999,
16516,SO - 0009802,2015-01-25,General Company,Distributor,Product 2,6,207.70000000000002,1246.2,87.23400000000001,IL,Illinois,Midwest,42.03336,-87.73339,3050087.565,
16517,SO - 0005514,2015-01-25,Rhynoodle Ltd,Distributor,Product 14,6,3832.4,22994.4,3104.244,CA,California,West,38.44047,-122.71443,4028698.4090000005,
16518,SO - 0006307,2015-01-25,Pixoboo Corp,Distributor,Product 12,11,5902.7,64929.7,3069.404,GA,Georgia,South,32.46098,-84.98771,1356976.996,
16519,SO - 0007079,2015-01-25,Eayo Company,Wholesale,Product 11,11,2847.5,31322.5,2363.4249999999997,CA,California,West,37.33939,-121.89496,1230458.484,
16520,SO - 0007690,2015-01-25,Voolith Ltd,Wholesale,Product 12,11,716.9,7885.9,465.985,IL,Illinois,Midwest,42.10881,-87.83476,1356976.996,
16521,SO - 000257,2015-01-26,Pixoboo Corp,Wholesale,Product 30,10,2003.3,20033.0,801.32,IL,Illinois,Midwest,41.59859,-87.85041,1011609.684,
16522,SO - 0003742,2015-01-26,Realbuzz Ltd,Wholesale,Product 3,6,1031.8,6190.799999999999,691.306,CT,Connecticut,Northeast,41.5585,-73.03668,2642352.432,
16523,SO - 0003957,2015-01-26,SAFEWAY Ltd,Wholesale,Product 5,11,3879.3,42672.3,2366.373,NJ,New Jersey,Northeast,40.20627,-74.67527,3925424.5420000004,
16524,SO - 0004736,2015-01-26,Centizu Company,Wholesale,Product 25,12,5118.8,61425.600000000006,3020.092,IL,Illinois,Midwest,39.79106,-89.64457,5342315.484,
16525,SO - 0006773,2015-01-26,Aimbo Corp,Wholesale,Product 4,7,3041.8,21292.600000000002,2555.112,FL,Florida,South,25.77427,-80.19366,2885560.824,
16526,SO - 0006796,2015-01-26,Brightdog Corp,Wholesale,Product 3,10,5735.2,57352.0,4416.104,MN,Minnesota,Midwest,44.85469,-93.47079,2642352.432,
16527,SO - 0007304,2015-01-26,Dynazzy Company,Distributor,Product 25,11,2257.9,24836.9,1174.1080000000002,WI,Wisconsin,Midwest,42.58474,-87.82119,5342315.484,
16528,SO - 0008050,2015-01-26,Zoovu Corp,Distributor,Product 15,11,2318.2000000000003,25500.200000000004,1483.6480000000001,NJ,New Jersey,Northeast,39.95373,-74.19792,3299478.315,
16529,SO - 0008237,2015-01-26,Pfizer Corp,Wholesale,Product 25,9,3919.5,35275.5,2586.8700000000003,AZ,Arizona,West,33.44838,-112.07404,5342315.484,
16530,SO - 0008567,2015-01-26,Zooveo Company,Wholesale,Product 25,8,3611.3,28890.4,2058.441,OK,Oklahoma,South,36.12795,-95.90232,5342315.484,
16531,SO - 0009862,2015-01-26,Pacific Ltd,Wholesale,Product 25,7,3865.9,27061.3,2706.13,NJ,New Jersey,Northeast,40.72816,-74.07764,5342315.484,
16532,SO - 0010715,2015-01-26,ALK-Abello Ltd,Distributor,Product 12,12,998.3000000000001,11979.6,628.9290000000001,CA,California,West,36.82523,-119.70292,1356976.996,
16533,SO - 000807,2015-01-26,Rochester Group,Wholesale,Product 1,7,998.3000000000001,6988.1,439.252,OK,Oklahoma,South,35.65283,-97.4781,3016489.209,
16534,SO - 0001519,2015-01-26,State Ltd,Distributor,Product 4,9,1956.4,17607.600000000002,1076.0200000000002,CT,Connecticut,Northeast,41.76593,-72.68158,2885560.824,
16535,SO - 0003552,2015-01-26,SHISEIDO Ltd,Wholesale,Product 25,9,844.2,7597.8,616.266,FL,Florida,South,26.97617,-82.09064,5342315.484,
16536,SO - 0004446,2015-01-26,State Ltd,Wholesale,Product 18,12,1708.5,20502.0,683.4000000000001,IL,Illinois,Midwest,42.25884,-89.06455,2309499.045,
16537,SO - 0005162,2015-01-26,Rooxo Company,Distributor,Product 3,9,207.70000000000002,1869.3000000000002,97.619,WA,Washington,West,47.97898,-122.20208,2642352.432,
16538,SO - 0007534,2015-01-26,Kaymbo Company,Wholesale,Product 3,10,221.1,2211.0,90.651,AL,Alabama,South,30.69436,-88.04305,2642352.432,
16539,SO - 0010772,2015-01-26,Internatio Company,Wholesale,Product 14,11,1078.7,11865.7,701.1550000000001,MI,Michigan,Midwest,42.71434,-84.55928,4028698.4090000005,
16540,SO - 0009978,2015-01-26,Talane Group,Distributor,Product 6,5,984.9,4924.5,610.638,GA,Georgia,South,33.92427,-84.37854,1672229.416,
16541,SO - 0009550,2015-01-26,Linklinks Ltd,Export,Product 4,12,864.3000000000001,10371.6,579.0810000000001,ID,Idaho,West,43.54072,-116.56346,2885560.824,
16542,SO - 0010767,2015-01-26,SAFEWAY Ltd,Distributor,Product 3,7,1005.0,7035.0,572.8499999999999,LA,Louisiana,South,32.46688,-93.79219,2642352.432,
16543,SO - 0001627,2015-01-26,The Ltd,Distributor,Product 16,10,3959.7000000000003,39597.0,3009.3720000000003,TX,Texas,South,33.10317,-96.67055,2062061.144,
16544,SO - 0001754,2015-01-26,Ascend Ltd,Distributor,Product 26,11,1159.1000000000001,12750.100000000002,904.0980000000002,CO,Colorado,West,39.83373,-105.15031,5685138.2700000005,
16545,SO - 0004708,2015-01-26,Vimbo Company,Wholesale,Product 13,11,5728.5,63013.5,3207.9600000000005,CA,California,West,33.96816,-118.24467,3720639.645,
16546,SO - 0005279,2015-01-26,Yombu Corp,Wholesale,Product 9,11,1172.5,12897.5,750.4,TN,Tennessee,South,35.04563,-85.30968,710415.405,
16547,SO - 0006845,2015-01-26,Blogspan Ltd,Wholesale,Product 2,8,1313.2,10505.6,840.4480000000001,VA,Virginia,South,37.27097,-79.94143,3050087.565,
16548,SO - 0007941,2015-01-26,Natures Group,Wholesale,Product 17,9,6070.2,54631.799999999996,4249.139999999999,CA,California,West,33.64697,-117.68922,2119616.824,
16549,SO - 0007995,2015-01-26,True Ltd,Distributor,Product 10,10,964.8000000000001,9648.0,781.488,CA,California,West,33.61891,-117.92895,864331.624,
16550,SO - 0008790,2015-01-26,Roberts Company,Export,Product 7,12,2385.2000000000003,28622.4,1025.6360000000002,NY,New York,Northeast,41.03399,-73.76291,889737.555,
16551,SO - 0009101,2015-01-26,Bath Group,Export,Product 13,9,1051.9,9467.1,694.2540000000001,CA,California,West,33.42697,-117.61199,3720639.645,
16552,SO - 000884,2015-01-26,Deseret Group,Distributor,Product 26,9,5380.1,48420.9,3174.259,NJ,New Jersey,Northeast,39.48623,-75.02573,5685138.2700000005,
16553,SO - 0001515,2015-01-26,Twinte Group,Distributor,Product 3,9,2525.9,22733.100000000002,1237.691,OR,Oregon,West,45.49428,-122.86705,2642352.432,
16554,SO - 0001649,2015-01-26,Flipstorm Group,Distributor,Product 15,11,1045.2,11497.2,825.7080000000001,MD,Maryland,South,39.4015,-76.60191,3299478.315,
16555,SO - 0005217,2015-01-26,Gigabox Group,Distributor,Product 27,7,1983.2,13882.4,1487.4,MA,Massachusetts,Northeast,42.3751,-71.10561,964940.2310000001,
16556,SO - 0006425,2015-01-26,Dazzlesphe Corp,Wholesale,Product 26,6,3819.0,22914.0,1909.5,IN,Indiana,Midwest,39.77514,-86.01718,5685138.2700000005,
16557,SO - 0007510,2015-01-26,Rooxo Company,Wholesale,Product 5,9,3035.1,27315.899999999998,1335.444,VA,Virginia,South,36.97876,-76.428,3925424.5420000004,
16558,SO - 0009395,2015-01-26,Chatterpoi Corp,Wholesale,Product 4,6,1051.9,6311.400000000001,820.4820000000001,OH,Ohio,Midwest,41.08144,-81.51901,2885560.824,
16559,SO - 0008698,2015-01-26,General Company,Wholesale,Product 15,7,1943.0,13601.0,913.2099999999999,FL,Florida,South,28.11873,-81.47923,3299478.315,
16560,SO - 0008676,2015-01-26,Skyvu Group,Distributor,Product 30,8,1045.2,8361.6,710.7360000000001,CT,Connecticut,Northeast,41.22509,-73.06111,1011609.684,
16561,SO - 0001496,2015-01-26,Shuffledri Group,Export,Product 1,12,4013.3,48159.600000000006,2729.0440000000003,MO,Missouri,Midwest,38.78922,-90.32261,3016489.209,
16562,SO - 0001785,2015-01-26,Actavis Company,Export,Product 18,11,1011.7,11128.7,475.49899999999997,CA,California,West,38.10409,-122.25664,2309499.045,
16563,SO - 0004263,2015-01-26,Skyvu Group,Wholesale,Product 24,7,6411.900000000001,44883.3,2564.76,PA,Pennsylvania,Northeast,40.12364,-74.86738,756557.97,
16564,SO - 0005754,2015-01-26,Skyble Corp,Wholesale,Product 26,6,1058.6000000000001,6351.6,793.95,NC,North Carolina,South,35.98115,-78.90293,5685138.2700000005,
16565,SO - 0005804,2015-01-26,Z.H.T. Group,Wholesale,Product 24,6,2646.5,15879.0,1243.855,CA,California,West,34.18084,-118.30897,756557.97,
16566,SO - 0009278,2015-01-26,Mydo Corp,Wholesale,Product 26,8,2345.0,18760.0,1735.3,IA,Iowa,Midwest,41.66113,-91.53017,5685138.2700000005,
16567,SO - 0009472,2015-01-26,Camido Company,Wholesale,Product 14,7,3979.8,27858.600000000002,3144.0420000000004,FL,Florida,South,27.86614,-82.32648,4028698.4090000005,
16568,SO - 000416,2015-01-26,Family Corp,Wholesale,Product 20,10,998.3000000000001,9983.0,449.235,FL,Florida,South,27.29393,-80.35033,2067108.1199999999,
16569,SO - 0001863,2015-01-26,Thoughtmix Ltd,Distributor,Product 7,9,958.1,8622.9,584.441,MO,Missouri,Midwest,39.12513,-94.55103,889737.555,
16570,SO - 0004144,2015-01-26,Jayo Company,Wholesale,Product 8,6,5031.7,30190.199999999997,2213.948,AR,Arkansas,South,34.76954,-92.26709,1085037.3290000001,
16571,SO - 0004311,2015-01-26,Vitz Company,Wholesale,Product 25,7,1018.4,7128.8,631.408,IN,Indiana,Midwest,40.08977,-85.68945,5342315.484,
16572,SO - 0004510,2015-01-26,Voolia Ltd,Wholesale,Product 3,10,2512.5,25125.0,1331.625,AZ,Arizona,West,33.44838,-112.07404,2642352.432,
16573,SO - 0004984,2015-01-26,Golden Corp,Distributor,Product 26,7,3906.1,27342.7,2226.477,IN,Indiana,Midwest,39.67733,-86.01079,5685138.2700000005,
16574,SO - 0005232,2015-01-26,Fivechat Company,Wholesale,Product 15,8,3906.1,31248.8,2812.392,TX,Texas,South,29.8729,-97.93773,3299478.315,
16575,SO - 000205,2015-01-27,Revitol Company,Wholesale,Product 21,8,5916.1,47328.8,4673.719,MT,Montana,West,46.87215,-113.994,959899.2180000001,
16576,SO - 000530,2015-01-27,State Ltd,Distributor,Product 13,6,1681.7,10090.2,1126.739,CA,California,West,37.6941,-122.08635,3720639.645,
16577,SO - 000694,2015-01-27,Epic Group,Wholesale,Product 13,5,991.6,4958.0,525.548,WA,Washington,West,47.03787,-122.9007,3720639.645,
16578,SO - 0003856,2015-01-27,Cogidoo Company,Distributor,Product 18,11,837.5,9212.5,368.5,AZ,Arizona,West,33.41477,-111.90931,2309499.045,
16579,SO - 0004061,2015-01-27,Z.H.T. Group,Distributor,Product 29,6,3993.2000000000003,23959.2,1757.008,TX,Texas,South,30.30394,-97.75436,594471.5700000001,
16580,SO - 0005305,2015-01-27,Quaxo Ltd,Export,Product 21,9,971.5,8743.5,446.89000000000004,AL,Alabama,South,33.52744,-86.79905,959899.2180000001,
16581,SO - 0006573,2015-01-27,Kazu Corp,Wholesale,Product 23,7,2432.1,17024.7,2067.285,MO,Missouri,Midwest,38.9216,-94.38476,1135815.7580000001,
16582,SO - 0007199,2015-01-27,Avamba Company,Export,Product 4,9,1005.0,9045.0,663.3000000000001,NY,New York,Northeast,40.84989,-72.46349,2885560.824,
16583,SO - 0008163,2015-01-27,Mycone Ltd,Distributor,Product 13,9,5480.6,49325.4,4439.286000000001,NJ,New Jersey,Northeast,40.72386,-74.23252,3720639.645,
16584,SO - 0009162,2015-01-27,Buzzbean Group,Export,Product 2,12,3926.2000000000003,47114.4,1845.314,NH,New Hampshire,Northeast,42.76537,-71.46757,3050087.565,
16585,SO - 0009627,2015-01-27,Vimbo Company,Export,Product 22,9,1031.8,9286.199999999999,753.2139999999999,GA,Georgia,South,34.03945,-84.35095,663601.902,
16586,SO - 0010088,2015-01-27,Arbor Company,Distributor,Product 14,8,978.2,7825.6,616.2660000000001,MD,Maryland,South,39.16261,-76.62469,4028698.4090000005,
16587,SO - 000600,2015-01-27,Rhynoodle Ltd,Wholesale,Product 19,8,790.6,6324.8,672.01,MD,Maryland,South,39.084,-77.15276,1645841.6,
16588,SO - 0001035,2015-01-27,Devpoint Group,Wholesale,Product 17,11,6076.900000000001,66845.90000000001,4071.5230000000006,FL,Florida,South,27.86614,-82.32648,2119616.824,
16589,SO - 0005057,2015-01-27,Livepath Corp,Distributor,Product 10,5,3805.6,19028.0,1636.408,NJ,New Jersey,Northeast,40.78788,-74.01431,864331.624,
16590,SO - 0008728,2015-01-27,Meejo Corp,Export,Product 25,9,6177.400000000001,55596.600000000006,3397.5700000000006,OH,Ohio,Midwest,39.34021,-84.41716,5342315.484,
16591,SO - 0010738,2015-01-27,Revitol Company,Wholesale,Product 2,12,1896.1000000000001,22753.2,1573.7630000000001,FL,Florida,South,28.55778,-81.4534,3050087.565,
16592,SO - 0001054,2015-01-27,Fivebridge Ltd,Distributor,Product 18,10,3946.3,39463.0,3314.892,CA,California,West,33.74752,-116.97197,2309499.045,
16593,SO - 0001412,2015-01-27,Skyvu Group,Distributor,Product 4,10,261.3,2613.0,143.71500000000003,MN,Minnesota,Midwest,44.88969,-93.34995,2885560.824,
16594,SO - 0007369,2015-01-27,Safecor Corp,Wholesale,Product 16,8,5272.900000000001,42183.200000000004,2372.8050000000003,NJ,New Jersey,Northeast,40.78788,-74.01431,2062061.144,
16595,SO - 0007835,2015-01-27,NCS Group,Export,Product 3,11,2619.7000000000003,28816.700000000004,1231.259,TX,Texas,South,27.50641,-99.50754,2642352.432,
16596,SO - 0010599,2015-01-27,Twimbo Company,Wholesale,Product 15,9,1038.5,9346.5,747.72,NJ,New Jersey,Northeast,40.20627,-74.67527,3299478.315,
16597,SO - 0009896,2015-01-27,Terumo Corp,Wholesale,Product 5,6,1286.4,7718.400000000001,617.472,CT,Connecticut,Northeast,41.17594,-73.27205,3925424.5420000004,
16598,SO - 0001129,2015-01-27,Roberts Company,Distributor,Product 26,5,5112.1,25560.5,3271.744,TX,Texas,South,26.21591,-98.32529,5685138.2700000005,
16599,SO - 0001899,2015-01-27,Golden Corp,Wholesale,Product 29,11,1105.5,12160.5,442.20000000000005,IA,Iowa,Midwest,41.66113,-91.53017,594471.5700000001,
16600,SO - 0002146,2015-01-27,Blogtags Ltd,Wholesale,Product 3,11,1896.1000000000001,20857.100000000002,1346.231,GA,Georgia,South,32.46098,-84.98771,2642352.432,
16601,SO - 0003804,2015-01-27,Cantrell Company,Wholesale,Product 1,5,1078.7,5393.5,485.415,CA,California,West,34.06334,-117.65089,3016489.209,
16602,SO - 0004441,2015-01-27,Roomm Company,Wholesale,Product 17,6,1078.7,6472.200000000001,506.989,OH,Ohio,Midwest,41.48199,-81.79819,2119616.824,
16603,SO - 0004855,2015-01-27,Accudial Company,Wholesale,Product 20,10,1326.6000000000001,13266.000000000002,955.152,FL,Florida,South,26.64063,-81.87231,2067108.1199999999,
16604,SO - 0006076,2015-01-27,Snaptags Ltd,Wholesale,Product 22,8,1829.1000000000001,14632.800000000001,1006.0050000000001,CA,California,West,33.96168,-118.35313,663601.902,
16605,SO - 0009691,2015-01-27,Fatz Group,Distributor,Product 2,8,817.4,6539.2,514.962,MI,Michigan,Midwest,42.66198,-83.38792,3050087.565,
16606,SO - 0010742,2015-01-27,Eire Corp,Distributor,Product 15,10,1983.2,19832.0,1606.392,IN,Indiana,Midwest,38.31459,-85.73894,3299478.315,
16607,SO - 0001616,2015-01-27,Bluezoom Group,Wholesale,Product 1,9,1742.0,15678.0,1393.6000000000001,CA,California,West,33.66808,-117.32726,3016489.209,
16608,SO - 0003451,2015-01-27,Fred's Company,Wholesale,Product 20,11,6378.400000000001,70162.40000000001,3890.824,CA,California,West,33.93752,-117.23059,2067108.1199999999,
16609,SO - 0005331,2015-01-27,Skippad Ltd,Wholesale,Product 17,11,1078.7,11865.7,560.9240000000001,ID,Idaho,West,43.6135,-116.20345,2119616.824,
16610,SO - 0005549,2015-01-27,Accudial Company,Export,Product 30,5,167.5,837.5,85.425,TX,Texas,South,33.19762,-96.61527,1011609.684,
16611,SO - 0005621,2015-01-27,Pixoboo Corp,Distributor,Product 14,11,6023.3,66256.3,3915.1450000000004,WA,Washington,West,47.60621,-122.33207,4028698.4090000005,
16612,SO - 0007057,2015-01-27,American Corp,Distributor,Product 19,9,891.1,8019.900000000001,436.639,KS,Kansas,Midwest,39.04833,-95.67804,1645841.6,
16613,SO - 0009242,2015-01-27,Lazzy Group,Distributor,Product 16,12,234.5,2814.0,126.63000000000001,IN,Indiana,Midwest,37.97476,-87.55585,2062061.144,
16614,SO - 0008174,2015-01-27,Revitol Company,Distributor,Product 28,12,3932.9,47194.8,1887.792,WI,Wisconsin,Midwest,43.06335,-87.9667,1003867.767,
16615,SO - 0001619,2015-01-27,Epic Group,Export,Product 22,5,991.6,4958.0,624.708,NY,New York,Northeast,43.15478,-77.61556,663601.902,
16616,SO - 0002384,2015-01-27,Zooxo Ltd,Wholesale,Product 25,8,1165.8,9326.4,967.6139999999999,CO,Colorado,West,40.16984,-105.09901,5342315.484,
16617,SO - 0005372,2015-01-27,Nexus Group,Distributor,Product 15,8,1882.7,15061.6,1355.5439999999999,ID,Idaho,West,43.54072,-116.56346,3299478.315,
16618,SO - 0005851,2015-01-27,Zoomdog Corp,Wholesale,Product 20,9,1092.1000000000001,9828.900000000001,917.364,IL,Illinois,Midwest,42.02803,-88.20364,2067108.1199999999,
16619,SO - 0007597,2015-01-27,Pixoboo Corp,Export,Product 23,12,1132.3,13587.599999999999,951.132,FL,Florida,South,29.58497,-81.20784,1135815.7580000001,
16620,SO - 0008013,2015-01-27,Talane Group,Export,Product 26,11,2378.5,26163.5,1950.37,CT,Connecticut,Northeast,41.55815,-73.0515,5685138.2700000005,
16621,SO - 0008763,2015-01-27,GOOD Ltd,Wholesale,Product 5,10,3872.6,38726.0,3175.5319999999997,IL,Illinois,Midwest,41.76887,-88.31893,3925424.5420000004,
16622,SO - 000558,2015-01-28,Nlounge Ltd,Distributor,Product 6,6,2298.1,13788.599999999999,1539.727,FL,Florida,South,27.33643,-82.53065,1672229.416,
16623,SO - 000773,2015-01-28,Flipbug Ltd,Distributor,Product 5,12,3055.2000000000003,36662.4,1497.048,AR,Arkansas,South,35.0887,-92.4421,3925424.5420000004,
16624,SO - 000820,2015-01-28,Pacific Ltd,Distributor,Product 12,7,227.8,1594.6000000000001,93.398,CA,California,West,33.90224,-118.08173,1356976.996,
16625,SO - 0001343,2015-01-28,Accudial Company,Wholesale,Product 11,12,1078.7,12944.400000000001,528.563,CT,Connecticut,Northeast,41.27065,-72.94705,1230458.484,
16626,SO - 0002487,2015-01-28,Skyvu Group,Distributor,Product 25,6,3859.2000000000003,23155.2,1968.1920000000002,IN,Indiana,Midwest,37.97476,-87.55585,5342315.484,
16627,SO - 0004497,2015-01-28,Camido Company,Distributor,Product 25,7,884.4,6190.8,689.832,IL,Illinois,Midwest,41.74917,-88.16202,5342315.484,
16628,SO - 0008296,2015-01-28,Rooxo Company,Distributor,Product 3,9,207.70000000000002,1869.3000000000002,97.619,MA,Massachusetts,Northeast,42.3876,-71.0995,2642352.432,
16629,SO - 0010580,2015-01-28,BB17 Company,Export,Product 26,12,1045.2,12542.400000000001,846.6120000000001,CA,California,West,37.56299,-122.32553,5685138.2700000005,
16630,SO - 0010092,2015-01-28,State Ltd,Wholesale,Product 12,11,5829.0,64119.0,4196.88,IN,Indiana,Midwest,41.58337,-87.50004,1356976.996,
16631,SO - 0002294,2015-01-28,US Ltd,Distributor,Product 14,11,1098.8,12086.8,439.52,IN,Indiana,Midwest,40.42871,-86.85277,4028698.4090000005,
16632,SO - 0004058,2015-01-28,Walgreen Corp,Wholesale,Product 12,10,3102.1,31021.0,2357.596,IL,Illinois,Midwest,42.03353,-87.86441,1356976.996,
16633,SO - 0004081,2015-01-28,Aveda Group,Export,Product 25,9,3624.7000000000003,32622.300000000003,3080.9950000000003,NY,New York,Northeast,40.71258,-73.19552,5342315.484,
16634,SO - 0007150,2015-01-28,Zoomzone Corp,Distributor,Product 26,9,864.3000000000001,7778.700000000001,406.221,IN,Indiana,Midwest,41.59337,-87.34643,5685138.2700000005,
